"Crop Year","Grain Week","Week Ending Date","worksheet","metric","period","grain","grade","Region","Ktonnes"
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canola",,"Manitoba",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canola",,"Saskatchewan",6.0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canola",,"Alberta",1.2
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canola",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Soybeans",,"Manitoba",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Soybeans",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Soybeans",,"Alberta",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Soybeans",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Peas",,"Manitoba",5.4
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Peas",,"Saskatchewan",7.4
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Peas",,"Alberta",2.9
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Peas",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Corn",,"Manitoba",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Corn",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Corn",,"Alberta",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Corn",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canaryseed",,"Manitoba",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canaryseed",,"Saskatchewan",3.9
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canaryseed",,"Alberta",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Canaryseed",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Mustard Seed",,"Manitoba",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Mustard Seed",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Mustard Seed",,"Alberta",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Mustard Seed",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Beans",,"Manitoba",14.9
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Beans",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Beans",,"Alberta",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Beans",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Lentils",,"Manitoba",1.0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Lentils",,"Saskatchewan",22.3
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Lentils",,"Alberta",0.3
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Lentils",,"British Columbia",0
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Chick Peas",,"Manitoba",2.4
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Chick Peas",,"Saskatchewan",2.7
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Chick Peas",,"Alberta",0.1
"2026-2027",1,"09/08/2026","Primary","Condo Storage","Current Week","Chick Peas",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Wheat",,,10.6
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Wheat",,,1.6
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Wheat",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Wheat",,,11.7
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Amber Durum",,,0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Amber Durum",,,0.4
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Amber Durum",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Amber Durum",,,0.6
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Oats",,,9.3
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Oats",,,1.9
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Oats",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Oats",,,10.3
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Barley",,,4.0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Barley",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Barley",,,0.1
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Barley",,,6.2
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Rye",,,0.5
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Rye",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Rye",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Rye",,,1.0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Flaxseed",,,0.7
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Flaxseed",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Flaxseed",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Flaxseed",,,0.8
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Canola",,,193.5
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Canola",,,28.8
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Canola",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Canola",,,222.4
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Soybeans",,,1.1
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Soybeans",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Soybeans",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Soybeans",,,1.1
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Peas",,,0.7
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Peas",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Peas",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Peas",,,1.3
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Corn",,,10.6
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Corn",,,2.7
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Corn",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Corn",,,13.8
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Beans",,,0.3
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Beans",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Beans",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Beans",,,0.3
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Lentils",,,1.0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Lentils",,,0.2
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Lentils",,,0.6
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Lentils",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Current Week","Chick Peas",,,0.4
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Current Week","Chick Peas",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Current Week","Chick Peas",,,0.6
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Current Week","Chick Peas",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Wheat",,,10.6
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Wheat",,,1.6
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Wheat",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Wheat",,,11.7
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Amber Durum",,,0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Amber Durum",,,0.4
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Amber Durum",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Amber Durum",,,0.6
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Oats",,,9.3
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Oats",,,1.9
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Oats",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Oats",,,10.3
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Barley",,,4.0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Barley",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Barley",,,0.1
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Barley",,,6.2
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Rye",,,0.5
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Rye",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Rye",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Rye",,,1.0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Flaxseed",,,0.7
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Flaxseed",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Flaxseed",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Flaxseed",,,0.8
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Canola",,,193.5
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Canola",,,28.8
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Canola",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Canola",,,222.4
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Sunflower",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Soybeans",,,1.1
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Soybeans",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Soybeans",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Soybeans",,,1.1
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Peas",,,0.7
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Peas",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Peas",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Peas",,,1.3
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Corn",,,10.6
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Corn",,,2.7
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Corn",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Corn",,,13.8
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Canaryseed",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Beans",,,0.3
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Beans",,,0
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Beans",,,0
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Beans",,,0.3
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Lentils",,,1.0
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Lentils",,,0.2
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Lentils",,,0.6
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Lentils",,,0
"2026-2027",1,"09/08/2026","Process","Producer Deliveries","Crop Year","Chick Peas",,,0.4
"2026-2027",1,"09/08/2026","Process","Other Deliveries","Crop Year","Chick Peas",,,0.1
"2026-2027",1,"09/08/2026","Process","Shipments","Crop Year","Chick Peas",,,0.6
"2026-2027",1,"09/08/2026","Process","Milled/Mfg Grain","Crop Year","Chick Peas",,,0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Wheat",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Wheat",,"Saskatchewan",24.5
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Wheat",,"Alberta",4.3
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Wheat",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Oats",,"Manitoba",9.2
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Oats",,"Saskatchewan",27.0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Oats",,"Alberta",1.3
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Oats",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Flaxseed",,"Manitoba",0.2
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Flaxseed",,"Saskatchewan",8.4
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Flaxseed",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Flaxseed",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canola",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canola",,"Saskatchewan",56.2
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canola",,"Alberta",78.7
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canola",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Sunflower",,"Manitoba",0.2
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Sunflower",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Sunflower",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Sunflower",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Soybeans",,"Manitoba",2.4
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Soybeans",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Soybeans",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Soybeans",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Corn",,"Manitoba",2.2
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Corn",,"Saskatchewan",13.9
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Corn",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Corn",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canaryseed",,"Manitoba",0.1
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canaryseed",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canaryseed",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Canaryseed",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Amber Durum",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Amber Durum",,"Saskatchewan",0.1
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Amber Durum",,"Alberta",1.3
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Amber Durum",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Barley",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Barley",,"Saskatchewan",20.8
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Barley",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Barley",,"British Columbia",1.1
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Rye",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Rye",,"Saskatchewan",2.0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Rye",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Rye",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Peas",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Peas",,"Saskatchewan",3.9
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Peas",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Peas",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Beans",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Beans",,"Saskatchewan",3.4
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Beans",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Beans",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Lentils",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Lentils",,"Saskatchewan",6.0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Lentils",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Lentils",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Chick Peas",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Chick Peas",,"Saskatchewan",12.2
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Chick Peas",,"Alberta",0
"2026-2027",1,"09/08/2026","Process","Stocks","Current Week","Chick Peas",,"British Columbia",0
"2026-2027",1,"09/08/2026","Process","Provincial Deliveries","Current Week","Wheat",,"Manitoba",0
"2026-2027",1,"09/08/2026","Process","Provincial Deliveries","Current Week","Wheat",,"Saskatchewan",9.1
"2026-2027",1,"09/08/2026","Process","Provincial Deliveries","Current Week","Wheat",,"Alberta",1.5
